id,tanggal,platform,topik,teks
747,2 hours ago,YouTube,Makan Bergizi Gratis,kalau memang negara mau ngasih makan rakyatnya bagikan saja uangnya kalau dibagikan uangnya setiap orang atau setiap warga negara bisa mendapatkan lebih dari 10jt pertahunnya bisa buat makan seharian gak gak cuma makan 1 kali sehari
748,2 hours ago,YouTube,Makan Bergizi Gratis,Betuuullll  sekali setuju
749,3 hours ago,YouTube,Makan Bergizi Gratis,Usilan ini baru benar
750,4 hours ago,YouTube,Makan Bergizi Gratis,Belum. Tentu. Orang. Tuanya. Faham. Mengenai. Gizi. Dan. Bagaimana. Cara. Auditnya
751,4 hours ago,YouTube,Makan Bergizi Gratis,Setuju...kerna orang tua yang tahu gizi untuk anaknya. Orang tua tak mungkin memberikan yg tidak baik untuk anaknya.
752,5 hours ago,YouTube,Makan Bergizi Gratis,Sangat setuju pak Hotman paris
753,5 hours ago,YouTube,Makan Bergizi Gratis,"Solusi 
Langsung bentuk uang ke orangtua. Itu bagus. 

Kasus orangtua mempergunakan ke hal lain itu jarang. Karna gk ada orang tua gk ngasih makan anaknya."
754,5 hours ago,YouTube,Makan Bergizi Gratis,Setuju
755,10 hours ago,YouTube,Makan Bergizi Gratis,"betul sekali kata bang hotman,lebih baik di serahkan orang tua,dan orang tua wajib membawakan bekal anaknya setiap hari .karna orang tua lebih tau yg baik buat anaknya ."
756,11 hours ago,YouTube,Makan Bergizi Gratis,"Betul pendapat Hotman. 
Akan tetapi Pak Wowo apa  menanggapi."
757,13 hours ago,YouTube,Makan Bergizi Gratis,Habis buat rokok bapaknya lah 😂
758,13 hours ago,YouTube,Makan Bergizi Gratis,BETUL BANGET ☝🏻
759,14 hours ago,YouTube,Makan Bergizi Gratis,Kalo di kelola dapur menu segitu yg gizi yg punya dapur
760,14 hours ago,YouTube,Makan Bergizi Gratis,Yg udah bangun dapur MBG pasti akan menentang nya.
761,14 hours ago,YouTube,Makan Bergizi Gratis,sangat setuju ...
762,14 hours ago,YouTube,Makan Bergizi Gratis,terimakasi pa hotman paris
763,14 hours ago,YouTube,Makan Bergizi Gratis,"Bosss.... 
DPR nanti Ribut.... 
Karna tak dapat tannnn... 
Pakek lahhhh OtAk Bossss... 
Merdekkkaaaa..."
764,14 hours ago,YouTube,Makan Bergizi Gratis,Tom.anjeri..siapa.yang.cepet.itu..yang.dapat..?
765,14 hours ago,YouTube,Makan Bergizi Gratis,Itu bukan bantuan gizi pak kalo berbentuk uang belom tentu jadi makanan bergizi malah uang nya pake bayar pinjol😂
766,14 hours ago,YouTube,Makan Bergizi Gratis,Setuju om❤❤❤
767,15 hours ago,YouTube,Makan Bergizi Gratis,Betulllll
768,15 hours ago,YouTube,Makan Bergizi Gratis,Setujuuuu banget
769,15 hours ago,YouTube,Makan Bergizi Gratis,Banyak yg bundir bg yg punya titik sppg 😂
770,15 hours ago,YouTube,Makan Bergizi Gratis,Byk orang pengangguran p
771,15 hours ago,YouTube,Makan Bergizi Gratis,G msk p .
772,15 hours ago,YouTube,Makan Bergizi Gratis,MBG.  Itu. Banyak. Bocor.  Bantuan Gisi. Ke seluruh. Rakyat.  Yang npunya. Tabungan. Di. Bank. Baru. Tidak. Di beri. Yang. Tidak. Punya. Tabungan di bank. Di. Beri semua. Belanjanya. Di koperasi. Agar. Tidak bocor. Dan koperasi. Akan berjalan. Itu. Lebih. Efektif dan mengena. Di. Masyarakat.  Atau. Tiap. KK. Kelas. Menengah ke bawah.
773,15 hours ago,YouTube,Makan Bergizi Gratis,Pak Hotman anda berpendapat salah kalau uang di berikan ke orang tua nya itu salah besar . Kalau uang di berikan ke orang tua nya tidak mungkin di belikan ke gizi anak nya dan manfaat tidak ke orang banyak .
774,15 hours ago,YouTube,Makan Bergizi Gratis,betul saya sokong pak
775,15 hours ago,YouTube,Makan Bergizi Gratis,Cocok & akor. Dengan sarat para penrima bikin rekening.
776,16 hours ago,YouTube,Makan Bergizi Gratis,Kalau di ganti uang ngga bisa di korupsi
777,16 hours ago,YouTube,Makan Bergizi Gratis,Solusi yg pernah di usulkan Ahok
778,16 hours ago,YouTube,Makan Bergizi Gratis,Mohon di dengar pak Prabowo saran dan masukan dari pak hotman❤❤❤
779,16 hours ago (edited),YouTube,Makan Bergizi Gratis,"Pak Hotman pasti belum pernah turun dan hidup di lingkungan orang tak mampu. Kalau MBG diganti uang, saya nggak yakin akan jadi gizi buat anak anak dan ibu hamil. Uangnya dapet, makannya tetep mie instant! Bukanya minum susu tapi dikasih teh! Kalau terjadi seperti itu apa tujuan membuat anak anak pintar karena dapat gizi tepat sasaran? Kecuali ada pengawasan langsung ke rumah penerima uang MBG, setiap hari cek menu makanan bergizi nya!"
780,16 hours ago,YouTube,Makan Bergizi Gratis,"Bah, udh gak tau diri si hotman bah"
781,16 hours ago,YouTube,Makan Bergizi Gratis,"Hayooo Bang bujuk terus masyarakat pasti setuju bgt,"
782,16 hours ago,YouTube,Makan Bergizi Gratis,Inisi ajarin orang miskin jadi korupsi bang hotman
783,16 hours ago,YouTube,Makan Bergizi Gratis,Lumayan buat bayar bank emok dan kosmetik😊😊😊
784,16 hours ago,YouTube,Makan Bergizi Gratis,Ini adalah pemikiran yg betul dan logika tapi para pejabat ya pening kalau programnya sistemnya betul maunya pejabat program yg gak betul alias haram itu yg dia suka
785,16 hours ago,YouTube,Makan Bergizi Gratis,Sangat setuju sekali❤❤❤
786,16 hours ago,YouTube,Makan Bergizi Gratis,SETUJU
787,17 hours ago,YouTube,Makan Bergizi Gratis,Makasih bang hotman sudah berani bersuara untuk kebaikan 🎉 anda memang pengacara terbaik 🎉
788,17 hours ago,YouTube,Makan Bergizi Gratis,Betul kt bg hotman.
789,17 hours ago,YouTube,Makan Bergizi Gratis,BETUL BAPAK HOTMAN KAMI SUKUNG ITU
790,17 hours ago,YouTube,Makan Bergizi Gratis,Setuju 👍
791,17 hours ago,YouTube,Makan Bergizi Gratis,Dipastikan uangnya untuk keperluan lainnya
792,17 hours ago,YouTube,Makan Bergizi Gratis,yg ada uang nya buat byr utang
793,17 hours ago,YouTube,Makan Bergizi Gratis,YAKIN USULAN DITOLAK.  NGGAK ADA YG DI KORUPSI DONG ???
794,17 hours ago,YouTube,Makan Bergizi Gratis,"Setuju Banget Bang Hotman 
Lebih Hemat Lagi
Tidak usah sewa Bangunan 
Tidak banyak Bayar Pekerja
Minim dikorupsi 
Karena sudah Tercantum Angkanya"
795,17 hours ago,YouTube,Makan Bergizi Gratis,Ekonomi petani dan nelayan gk kebantu
796,17 hours ago,YouTube,Makan Bergizi Gratis,SETUJU BAPAK HOTMAN
797,17 hours ago,YouTube,Makan Bergizi Gratis,"setuju mbg di ganti uang ,mungkin di setujui jika  yg usul  minimal 50% rakyat ri , kalau yg usul si Hotman mungkin di bilang interfensi alias  tuman"
798,17 hours ago,YouTube,Makan Bergizi Gratis,"Kmi dukung PK Hotman,,,yg setuju beri komentar,,,💪💪💪"
799,17 hours ago,YouTube,Makan Bergizi Gratis,Sangat setuju
800,17 hours ago,YouTube,Makan Bergizi Gratis,MBG KL tidak ikuti bank Hotman  berati benar2  hy untuk ajang korupsi
801,17 hours ago,YouTube,Makan Bergizi Gratis,"Betul.itu.. auto daya beli naik itu.. karna tiap orang tua pegang 
Uang.. klu sekarangbyg pegang uang cuma segelintir pemilik sppg"
802,17 hours ago,YouTube,Makan Bergizi Gratis,Mantap
803,17 hours ago,YouTube,Makan Bergizi Gratis,"Bentuk cess 
Eee yang pastinya buat nges looot"
804,17 hours ago,YouTube,Makan Bergizi Gratis,Mbg seakan menghancurkan ekonomi bangsa sendiri ini bahaya kalo tidak di setop ini bisa 2anggaran negara yg sangat besar bisa hancur
805,18 hours ago,YouTube,Makan Bergizi Gratis,Kalo ekonomi rakyat turun terus ini bisa2runtu dan bubar dan bisa2setip bayar pajak dari pada ekonomi rakyat hancur
806,18 hours ago,YouTube,Makan Bergizi Gratis,"Bukan perkara uang & gizi anak bang, fungsi dapur2 ini kedepannya bisa dialihfungsikan sebagai titik distribusi makanan Seandainya ada bencana alam / peperangan."
807,18 hours ago,YouTube,Makan Bergizi Gratis,Bung Hot.. orng desa dn awam itu mana tau makanan bergizi menunya sprti apa bung?
808,18 hours ago,YouTube,Makan Bergizi Gratis,Gk bisa dikorupsi man hotman
809,18 hours ago,YouTube,Makan Bergizi Gratis,"Sy ga setuju MBG diganti dgn uang karena nanti uang tsb pasti akn digunakan oleh orang tuanya si ank itu duitnya akn dipakai beli rokok,dipakai kondang,dipakai beli BBM  dipakai judol dll.?"
810,18 hours ago,YouTube,Makan Bergizi Gratis,"Kaalau pakai uang bisa untuk judol dan beli rokok, kalau mbg bisa buka lapangan kerja baru. Petani peternak pedagang dapat manfaatnya"
811,18 hours ago,YouTube,Makan Bergizi Gratis,Nah ini baru bener kasih uang tunai aja ke orang tuanya. Jadi ga usah ada proyek proyek sppg
812,18 hours ago,YouTube,Makan Bergizi Gratis,Susah didenger orng dah pada kongkalikong 😂😂😂
813,18 hours ago,YouTube,Makan Bergizi Gratis,"Saya setuju dengan pemikiran hormat....
Lalu pekerja MBG dipikirkan juga...
Punya solusi sampai tuntas jangan ngantung...gitu."
814,18 hours ago (edited),YouTube,Makan Bergizi Gratis,kasihan petani sama pekerja sppg
815,18 hours ago,YouTube,Makan Bergizi Gratis,"Lebih baik begitu. Jadi tdk akan ada korup N tdk memusingkan. Ortu lebih tau Gizi Anak. ❤❤ P Ahok, juga dari Awal bilang uang nya ksh ke Ortunya❤❤"
816,19 hours ago,YouTube,Makan Bergizi Gratis,Betul banggg
817,19 hours ago,YouTube,Makan Bergizi Gratis,"Nanti uangnya dipakai beli makanan yg tidak sesuai dengan yg mereka makan seperti program MBG,kalaian dikota selalu makan daginh, telur, dan munum susu, kalau kita yg dkampung kembali
makan seperti tahun2 yg lalu bahkan pulang sekolah baru makan, maka  makanan pokok sesuai daerah, enak bica dan usul tapi tidak tahu bagaimana rasanya makan makanan yg enak separti yg dikasi oleh pemeritah MBG"
818,19 hours ago,YouTube,Makan Bergizi Gratis,Kali ini saya setuju bang ...kasih dalam bentuk bantuan gizi dan siswa wajib bawa bekal ke sekolah.....ini baru top .....
819,19 hours ago,YouTube,Makan Bergizi Gratis,Rakyat pasti senang
820,19 hours ago,YouTube,Makan Bergizi Gratis,Setuju... Bang Hotman Negaraaan
821,19 hours ago (edited),YouTube,Makan Bergizi Gratis,Masuk pak e. Program unggulan tetap berjalan. Dan korupsi diperkecil. Biar ibu ibu yg beli langsung ke supplier petani dan pedagang langsung. Daripada dikorupsi
822,19 hours ago,YouTube,Makan Bergizi Gratis,"Buat bangun gedung mbg nya belum pulang modal pak, oknum  punya pemilik gedung rugi doooong😅"
823,19 hours ago,YouTube,Makan Bergizi Gratis,Itu nama nya enggak ada per putaran ekonomi...
824,19 hours ago,YouTube,Makan Bergizi Gratis,Rakyat kita ga siap pegang uang.. 😂
825,19 hours ago,YouTube,Makan Bergizi Gratis,❤❤❤❤❤❤ bang hotman pengacara kereennnnn hotman bijaksana pemikiranya
826,19 hours ago,YouTube,Makan Bergizi Gratis,Sepakat
827,19 hours ago,YouTube,Makan Bergizi Gratis,"MBG sulit dihentikan karena Keuntungannya  sangat besar bagi pemilik dapur dan pemilik dapur MBG banyak dikuasai oleh penjabat, DPR, polisi, TNI dan parpol Koalisi."
828,19 hours ago,YouTube,Makan Bergizi Gratis,Bener jg bang hotman kereen pemikirannya fress.....ayo bang lanjutkan nasihat mu
829,19 hours ago,YouTube,Makan Bergizi Gratis,"Pak, Hotman, buat gagasan ,itu bagus.."
830,19 hours ago,YouTube,Makan Bergizi Gratis,"Betul itu,Pak, Bapak Peduli Ke Anak didik."
831,19 hours ago,YouTube,Makan Bergizi Gratis,Setuju bang sangat bagus
832,19 hours ago,YouTube,Makan Bergizi Gratis,Setuju biar bisa buat byr spp
833,19 hours ago,YouTube,Makan Bergizi Gratis,gK bakal di dengrin pak hotman sma pak wowo nasehat ya
834,19 hours ago,YouTube,Makan Bergizi Gratis,S7 banget BG Hotman 👍❤️
835,19 hours ago,YouTube,Makan Bergizi Gratis,"Saya setuju,, bang"
836,20 hours ago,YouTube,Makan Bergizi Gratis,Sya kepala keluarga  kecil pak Hotman Paris...Setuju di nominalkan saja...biar orang tua yg ngurus
837,20 hours ago,YouTube,Makan Bergizi Gratis,Sehat terus pak Hotman Paris.. emang benar'
838,20 hours ago,YouTube,Makan Bergizi Gratis,"Ada ada aja ini abangku,udah bener dikasih makan gratis bang.bisa menampung banyak tenaga kerja."
839,20 hours ago,YouTube,Makan Bergizi Gratis,Setuju ito yng benar...❤
840,20 hours ago,YouTube,Makan Bergizi Gratis,Rakyat gak butuh bantuan uang maupun MBG Bang Hotman .yang rakyat butuh kan .gratis kan pajak2 murah kn sembako.percuma bang di bantu Uang kalau ujung2 nya semua harga di naikan .
841,20 hours ago,YouTube,Makan Bergizi Gratis,Ini saran yg bagus
842,20 hours ago,YouTube,Makan Bergizi Gratis,"Mantap......ini yg pas,saya dukung pak Hotman Paris,maju terus..... perjuangkan rakyat bawah"
843,20 hours ago,YouTube,Makan Bergizi Gratis,Untuk pendapat Pa Bos yg baik ini sepertinya bakalan di skip....Sehat-sehat terus Pa Bos
844,20 hours ago,YouTube,Makan Bergizi Gratis,Nanti nggak bisa maling
845,20 hours ago,YouTube,Makan Bergizi Gratis,Jgn dungu Hotman kalau Sudah bentuk uang itu uang bisa bayar cicilan pinjaman leasing..liat jugaa emak ema sekarang malas bangun pagi-pagi berangkat sekolah aja pada ribut pada kesiangan
846,20 hours ago,YouTube,Makan Bergizi Gratis,sumpah saya g setuju Ama ide Hotman Paris itu g ngebantu rakyat
847,20 hours ago,YouTube,Makan Bergizi Gratis,saya g setuju Ama ide Hotman paris
848,20 hours ago,YouTube,Makan Bergizi Gratis,jadi rakyat bisa kerja klu ada mbg
849,20 hours ago,YouTube,Makan Bergizi Gratis,sangat sangat setujuuu.... ayo bang suarakan.
850,20 hours ago,YouTube,Makan Bergizi Gratis,udah benar mbg
851,20 hours ago,YouTube,Makan Bergizi Gratis,uang mah udah ada PIP udah ada PKH bpnt
852,20 hours ago,YouTube,Makan Bergizi Gratis,Kali ini saya setuju sama abang  👍🥰
853,20 hours ago,YouTube,Makan Bergizi Gratis,Mantab josssss❤❤❤❤ para pejabat nangis semua setelah ini dapur dapur MBG tutup semua dipakai tempat nikahan saja
854,20 hours ago,YouTube,Makan Bergizi Gratis,"setuju sekali dengan usul bang paris hotman,
sangat pas di ganti uang bantuan.
dari pada pada makanan anak-anak kita gak ada yang mau makan.
ini faktanya.."
855,20 hours ago,YouTube,Makan Bergizi Gratis,mantap setuju bg oman
856,20 hours ago,YouTube,Makan Bergizi Gratis,"Tidak setuju, tetap lanjutkan 


Korupsinya"
857,20 hours ago,YouTube,Makan Bergizi Gratis,Setuju ini baru bener jadi ga ada korupsi.
858,20 hours ago,YouTube,Makan Bergizi Gratis,kehilangankalou mbg  pakey uang orang yangkerja di mbg  nganggur
859,20 hours ago,YouTube,Makan Bergizi Gratis,kalou mbg  pakey uang orang yangkerja di mbg  nganggur
860,20 hours ago,YouTube,Makan Bergizi Gratis,mangpastnya  mengerjakan orang nganggur bisa kerja di  mbg
861,20 hours ago,YouTube,Makan Bergizi Gratis,Setujuuu
862,20 hours ago,YouTube,Makan Bergizi Gratis,pa prabowo jangan direspon  katakan oleh persiden  mbg mengursngi   masarakat nganggur bisa kerja di mbg
863,20 hours ago,YouTube,Makan Bergizi Gratis,Setuju.semua pada mahal😢😢😢
864,20 hours ago,YouTube,Makan Bergizi Gratis,kalou dikasih uang k orangtua pakey setor pnm
865,20 hours ago,YouTube,Makan Bergizi Gratis,pahotman kslou dikasih uang  pasti cuman pake jajan  mangpastnya  mbg kasih makan  mengurangi pengangguran ngartiga pa hotman  mengurangi masarakart nganggur bisakerja di mbg  disekolah pahi2 belummskan anak2 di sekolah waktu istirahat bisa makan  sama22 disekolah  biar ada masarakatyang bisakerja
866,20 hours ago,YouTube,Makan Bergizi Gratis,Siiip pak hotman itu lebih bijak krn makanan yg langsung dr dapur mbg ada yg layak makan
867,20 hours ago,YouTube,Makan Bergizi Gratis,"Yg bener begitu kasih duit, 
tapi kan si gembrot gak terima, karena MBG usaha para garong berkedok partai."
868,20 hours ago,YouTube,Makan Bergizi Gratis,"1000000000 % setuju bang Hotmas, ide cerdas, cemerlang, ...memutus rantai KKN, dan memperkaya diri."
869,20 hours ago,YouTube,Makan Bergizi Gratis,2029 aq yakin akan menang lagiiii. Kalau lgsung kasih uang ke walimurid
870,20 hours ago,YouTube,Makan Bergizi Gratis,UDAH GAK MEMPAN WOWOXXX DAH SOMBONG MERASA PALING BENER MULIA. JADI GAK BUTUH NASEHAT DAN PENDAPAT RAKYAT.
871,20 hours ago,YouTube,Makan Bergizi Gratis,Mantap kali BG...saya sangat setuju
872,20 hours ago,YouTube,Makan Bergizi Gratis,Iya janan di sekolah rame lagi
873,20 hours ago,YouTube,Makan Bergizi Gratis,bang hotman sedang taruhan nii yee
874,20 hours ago,YouTube,Makan Bergizi Gratis,Mantap pak Hotman Paris 👍👍👍👍👍👍👍👍
875,20 hours ago,YouTube,Makan Bergizi Gratis,itu yg tepat pak
876,20 hours ago,YouTube,Makan Bergizi Gratis,"Setuju Bang. Sesuai pemikiran sja, jd yg berisiko dan masuk kriteria kurang mampu adl penerimanya."
877,20 hours ago,YouTube,Makan Bergizi Gratis,Setuju pak Hotman.  Cuma waspada noh tuyul tuyul MBG sdg memantau . Sdg cari cela buat nyolong anggaran😅
878,20 hours ago,YouTube,Makan Bergizi Gratis,SETUJU dengan USUL  HOTMAN . . 👍👍
879,20 hours ago,YouTube,Makan Bergizi Gratis,Mantafff tul tul
880,21 hours ago,YouTube,Makan Bergizi Gratis,Ntar buat beli rokok bapaknya?????
881,21 hours ago,YouTube,Makan Bergizi Gratis,"mantap pak Hotman Paris lebih jelas lagi,kami dukung rakyat pak.."
882,21 hours ago,YouTube,Makan Bergizi Gratis,BILA DI GANTI UANG TIDAK BISA DI KORUPSI BANG HOTMAN......JANGAN MIMPI......😂😂
883,21 hours ago,YouTube,Makan Bergizi Gratis,Kalau beliau tak punya kepentingan politik untuk pilpres 2029 dia pasti setuju dengan masukan itu
884,21 hours ago,YouTube,Makan Bergizi Gratis,betul pak kalok di lanjutkan maka koropsi semngkin pinter sampe dapur di kampung pun bisa koropsi
885,21 hours ago,YouTube,Makan Bergizi Gratis,"Ya Alloh... Lindungilah kami bangsa Indonesia, lindungilah para pemimpin bangsa Indonesia dan seluruh rakyat Indonesia.

MBG sangat bagus dan sangat bermanfaat untuk masyarakat kecil"
886,21 hours ago,YouTube,Makan Bergizi Gratis,Langsung Gassssssss pak Hotman
887,20 hours ago,YouTube,Makan Bergizi Gratis,Saat baca dari sikap prilaku nya.
888,21 hours ago,YouTube,Makan Bergizi Gratis,"Lihat dulu bansos yg nyampek ke masyarakat berapa rupiah,pihak bansos banyak yg korup"
889,21 hours ago,YouTube,Makan Bergizi Gratis,"orang konoha memang kurang gizi tapi b ukan berati kurang makan atau ngga makan yg ada uang kami dimakan pajak,,sama jg mbg uang kami di makan elit politik,,saya setuju kali ini dengan mr.hotman"
890,21 hours ago,YouTube,Makan Bergizi Gratis,klo uang cash se tidaknya ga di korup sama pejabat 😀
891,21 hours ago,YouTube,Makan Bergizi Gratis,Setuju diganti dengan uang
892,21 hours ago,YouTube,Makan Bergizi Gratis,"MAU LAPOR KE POLISI, POLISI PUNYA DAPUR, MAU LAPOR KE TNI, TNI PUNYA DAPUR, MAU LAPOR KE DPR, DPR PUNYA DAPUR, MAU LAPOR KE MUI, ADA YG RANGKAP JABATAN, KLU DI BERIKAN UANG GMNA YG DEMO APA AKAN RIBUT YG PUNYA DAPUR 😂 , MASYARAKAT HARUS MEMBUBARKAN PROGRAM MBG SECARA SERENTAK ITU LAHAN BASAH KORUPSI, BUANG BUANG ANGGARAN"
893,21 hours ago,YouTube,Makan Bergizi Gratis,in baru benar.. biar gk kena korupsi
894,21 hours ago,YouTube,Makan Bergizi Gratis,"diganti uang, yg udah-udah aja gitu cerita nya..?"
895,21 hours ago,YouTube,Makan Bergizi Gratis,Hlaaaa.... Ini 👍👍 .... PIKIRRRRRRRR 😀😀😀😀😀 pemutusan mata rantai untuk para KORUPTOR
896,21 hours ago,YouTube,Makan Bergizi Gratis,Saya sarankan MBG TUTUP TOTAL BAPAK KENAL SAYA KAN😂😂😂
897,21 hours ago,YouTube,Makan Bergizi Gratis,"Mohon Maaf Bang, Saya SANGAT SETUJU 😁"
898,21 hours ago,YouTube,Makan Bergizi Gratis,"setuju bang hot,,,, yg tdk setuju cuma org yg punya Dapur, tapi selain itu semua se777777777777"
899,21 hours ago,YouTube,Makan Bergizi Gratis,"Kalau saya setuju tapi untuk pertumbuhan ekonomi gagal dan untuk menampung tenaga kerja gagal juga
Perekonomian gak jalan"
900,21 hours ago,YouTube,Makan Bergizi Gratis,sangat setuju pak Hotman
